From	To	crc_hash	source	description
O75414	O75414	CRC-DB8C5E046FACD143	query	sp|O75414|NDK6_HUMAN Nucleoside diphosphate kinase 6 OS=Homo sapiens OX=9606 GN=NME6 PE=1 SV=3
Q9Y6X1	Q9Y6X1	CRC-DC15C0143AAE0D91	query	sp|Q9Y6X1|SERP1_HUMAN Stress-associated endoplasmic reticulum protein 1 OS=Homo sapiens OX=9606 GN=SERP1 PE=1 SV=1
O96011	O96011	CRC-DC26CE30021C7B8D	query	sp|O96011|PX11B_HUMAN Peroxisomal membrane protein 11B OS=Homo sapiens OX=9606 GN=PEX11B PE=1 SV=1
Q6R0H1	Q6R0H1	CRC-DC327F40AB75AAF5	query	sp|Q6R0H1|LHY_ARATH Protein LHY OS=Arabidopsis thaliana OX=3702 GN=LHY PE=1 SV=2
P38532	P38532	CRC-DCB6418FC12F5F43	query	sp|P38532|HSF1_MOUSE Heat shock factor protein 1 OS=Mus musculus OX=10090 GN=Hsf1 PE=1 SV=2
Q7TMS5	Q7TMS5	CRC-DCD70C5D9FA2BA5F	query	sp|Q7TMS5|ABCG2_MOUSE Broad substrate specificity ATP-binding cassette transporter ABCG2 OS=Mus musculus OX=10090 GN=Abcg2 PE=1 SV=1
P35279	P35279	CRC-DD08CC2914668FD4	query	sp|P35279|RAB6A_MOUSE Ras-related protein Rab-6A OS=Mus musculus OX=10090 GN=Rab6a PE=1 SV=4
P61588	P61588	CRC-DD2D4021CD42BACC	query	sp|P61588|RND3_MOUSE Rho-related GTP-binding protein RhoE OS=Mus musculus OX=10090 GN=Rnd3 PE=1 SV=1
P61587	P61587	CRC-DD2D4021CD42BACC	query	sp|P61587|RND3_HUMAN Rho-related GTP-binding protein RhoE OS=Homo sapiens OX=9606 GN=RND3 PE=1 SV=1
Q6PDY0	Q6PDY0	CRC-DD49A77706FDE2C9	query	sp|Q6PDY0|CC85B_MOUSE Coiled-coil domain-containing protein 85B OS=Mus musculus OX=10090 GN=Ccdc85b PE=1 SV=1
P11655	P11655	CRC-DD4CEED041E776C3	query	sp|P11655|SEC12_YEAST Guanine nucleotide-exchange factor SEC12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC12 PE=1 SV=1
Q96QF0	Q96QF0	CRC-DD77781823038F15	query	sp|Q96QF0|RAB3I_HUMAN Rab-3A-interacting protein OS=Homo sapiens OX=9606 GN=RAB3IP PE=1 SV=1
Q7L590	Q7L590	CRC-DD87191FFF3729D4	query	sp|Q7L590|MCM10_HUMAN Protein MCM10 homolog OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=2
P50591	P50591	CRC-DDAAAF78DAAB2F6D	query	sp|P50591|TNF10_HUMAN Tumor necrosis factor ligand superfamily member 10 OS=Homo sapiens OX=9606 GN=TNFSF10 PE=1 SV=1
Q8R4G0	Q8R4G0	CRC-DDC9BA2C577B29D5	query	sp|Q8R4G0|NTNG1_MOUSE Netrin-G1 OS=Mus musculus OX=10090 GN=Ntng1 PE=1 SV=2
Q4G050	Q4G050	CRC-DE0DA795C64D0161	query	sp|Q4G050|MKNK1_RAT MAP kinase-interacting serine/threonine-protein kinase 1 OS=Rattus norvegicus OX=10116 GN=Mknk1 PE=2 SV=1
P12978	P12978	CRC-DEF40D7F8ED61D1A	query	sp|P12978|EBNA2_EBVB9 Epstein-Barr nuclear antigen 2 OS=Epstein-Barr virus (strain B95-8) OX=10377 GN=EBNA2 PE=1 SV=1
P19491	P19491	CRC-DEFA817027C1CCD1	query	sp|P19491|GRIA2_RAT Glutamate receptor 2 OS=Rattus norvegicus OX=10116 GN=Gria2 PE=1 SV=2
Q02870	Q02870	CRC-DF6798F0B6E2DC22	query	sp|Q02870|ERCC3_DROME General transcription and DNA repair factor IIH helicase subunit XPB OS=Drosophila melanogaster OX=7227 GN=hay PE=1 SV=2
P03682	P03682	CRC-DF8407CC27886120	query	sp|P03682|TF4_BPPH2 Late genes activator p4 OS=Bacillus phage phi29 OX=10756 GN=4 PE=1 SV=1
Q9D0C1	Q9D0C1	CRC-DF89F268AFE91625	query	sp|Q9D0C1|RN115_MOUSE E3 ubiquitin-protein ligase RNF115 OS=Mus musculus OX=10090 GN=Rnf115 PE=1 SV=1
P54282	P54282	CRC-DFBD7A0F553AFA52	query	sp|P54282|CAC1A_RAT Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Rattus norvegicus OX=10116 GN=Cacna1a PE=1 SV=1
Q8C180	Q8C180	CRC-DFFE8A818BFF8631	query	sp|Q8C180|FRS2_MOUSE Fibroblast growth factor receptor substrate 2 OS=Mus musculus OX=10090 GN=Frs2 PE=1 SV=3
O14775	O14775	CRC-E001B07FCFA587AD	query	sp|O14775|GNB5_HUMAN Guanine nucleotide-binding protein subunit beta-5 OS=Homo sapiens OX=9606 GN=GNB5 PE=1 SV=2
Q99708	Q99708	CRC-E028DE56DE55C0F2	query	sp|Q99708|CTIP_HUMAN DNA endonuclease RBBP8 OS=Homo sapiens OX=9606 GN=RBBP8 PE=1 SV=2
Q9Y2U5	Q9Y2U5	CRC-E034580D349F097F	query	sp|Q9Y2U5|M3K2_HUMAN Mitogen-activated protein kinase kinase kinase 2 OS=Homo sapiens OX=9606 GN=MAP3K2 PE=1 SV=2
P02545	P02545	CRC-E0855F7699F0318B	query	sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1
Q07817	Q07817	CRC-E09D3CDD851AE9BE	query	sp|Q07817|B2CL1_HUMAN Bcl-2-like protein 1 OS=Homo sapiens OX=9606 GN=BCL2L1 PE=1 SV=1
Q9UJV9	Q9UJV9	CRC-E0A328724E0DF99A	query	sp|Q9UJV9|DDX41_HUMAN Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens OX=9606 GN=DDX41 PE=1 SV=2
O88346	O88346	CRC-E0B0FE519714FBE1	query	sp|O88346|TNNT1_MOUSE Troponin T, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnnt1 PE=2 SV=3
Q60954	Q60954	CRC-E0C32B5CE25E1E2C	query	sp|Q60954|MEIS1_MOUSE Homeobox protein Meis1 OS=Mus musculus OX=10090 GN=Meis1 PE=1 SV=1
P46531	P46531	CRC-E173C872D195F028	query	sp|P46531|NOTC1_HUMAN Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=4
Q9NW38	Q9NW38	CRC-E217DF9D64587E5E	query	sp|Q9NW38|FANCL_HUMAN E3 ubiquitin-protein ligase FANCL OS=Homo sapiens OX=9606 GN=FANCL PE=1 SV=2
P58772	P58772	CRC-E25609F597A72F4D	query	sp|P58772|TPM1_RABIT Tropomyosin alpha-1 chain OS=Oryctolagus cuniculus OX=9986 GN=TPM1 PE=1 SV=1
Q04771	Q04771	CRC-E2B0F051D19DD052	query	sp|Q04771|ACVR1_HUMAN Activin receptor type-1 OS=Homo sapiens OX=9606 GN=ACVR1 PE=1 SV=1
P98066	P98066	CRC-E2B3AEB76353A782	query	sp|P98066|TSG6_HUMAN Tumor necrosis factor-inducible gene 6 protein OS=Homo sapiens OX=9606 GN=TNFAIP6 PE=1 SV=2
P63279	P63279	CRC-E2C826E9C8D0683D	query	sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1
P68254	P68254	CRC-E30471260E8B366E	query	sp|P68254|1433T_MOUSE 14-3-3 protein theta OS=Mus musculus OX=10090 GN=Ywhaq PE=1 SV=1
P55854	P55854	CRC-E337E34CB5B3B187	query	sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2
O14745	O14745	CRC-E33AF87016D37A65	query	sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4
Q66T02	Q66T02	CRC-E34A0B88D61CEE2B	query	sp|Q66T02|PKHG5_MOUSE Pleckstrin homology domain-containing family G member 5 OS=Mus musculus OX=10090 GN=Plekhg5 PE=1 SV=1
Q8BFW7	Q8BFW7	CRC-E34BE2EF2A3B7126	query	sp|Q8BFW7|LPP_MOUSE Lipoma-preferred partner homolog OS=Mus musculus OX=10090 GN=Lpp PE=1 SV=1
Q63666	Q63666	CRC-E34D4D735CFBF6A8	query	sp|Q63666|VAMP1_RAT Vesicle-associated membrane protein 1 OS=Rattus norvegicus OX=10116 GN=Vamp1 PE=1 SV=2
P50462	P50462	CRC-E35CF30CA17CB227	query	sp|P50462|CSRP3_MOUSE Cysteine and glycine-rich protein 3 OS=Mus musculus OX=10090 GN=Csrp3 PE=1 SV=1
Q13418	Q13418	CRC-E37DC2AD5311A1C2	query	sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2
Q16384	Q16384	CRC-E440D1B2AE3AE9F7	query	sp|Q16384|SSX1_HUMAN Protein SSX1 OS=Homo sapiens OX=9606 GN=SSX1 PE=1 SV=2
P56371	P56371	CRC-E471820A506CDA01	query	sp|P56371|RAB4A_MOUSE Ras-related protein Rab-4A OS=Mus musculus OX=10090 GN=Rab4a PE=1 SV=2
P97287	P97287	CRC-E4FD369DB0EC6723	query	sp|P97287|MCL1_MOUSE Induced myeloid leukemia cell differentiation protein Mcl-1 homolog OS=Mus musculus OX=10090 GN=Mcl1 PE=1 SV=3
Q969G9	Q969G9	CRC-E50E528042662CDE	query	sp|Q969G9|NKD1_HUMAN Protein naked cuticle homolog 1 OS=Homo sapiens OX=9606 GN=NKD1 PE=1 SV=1
P10809	P10809	CRC-E51E1BAD9615899C	query	sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2
P42771	P42771	CRC-E59C0E6174B48255	query	sp|P42771|CDN2A_HUMAN Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2
O60663	O60663	CRC-E59FC36C39C7C9A3	query	sp|O60663|LMX1B_HUMAN LIM homeobox transcription factor 1-beta OS=Homo sapiens OX=9606 GN=LMX1B PE=1 SV=3
P55209	P55209	CRC-E5B2EAA4EAE551D2	query	sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1
O43524	O43524	CRC-E5B4E830665A9982	query	sp|O43524|FOXO3_HUMAN Forkhead box protein O3 OS=Homo sapiens OX=9606 GN=FOXO3 PE=1 SV=1
P35367	P35367	CRC-E5DB418A4C17A985	query	sp|P35367|HRH1_HUMAN Histamine H1 receptor OS=Homo sapiens OX=9606 GN=HRH1 PE=1 SV=1
P02925	P02925	CRC-E5FA305A64EF3ACE	query	sp|P02925|RBSB_ECOLI Ribose import binding protein RbsB OS=Escherichia coli (strain K12) OX=83333 GN=rbsB PE=1 SV=1
P27361	P27361	CRC-E6020CE413EC41F7	query	sp|P27361|MK03_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4
P03169	P03169	CRC-E6041928A91A5867	query	sp|P03169|VIE1_HCMVT Immediate early protein IE1 OS=Human cytomegalovirus (strain Towne) OX=10363 GN=UL123 PE=1 SV=1
Q505F1	Q505F1	CRC-E639AF3E5312918D	query	sp|Q505F1|NR2C1_MOUSE Nuclear receptor subfamily 2 group C member 1 OS=Mus musculus OX=10090 GN=Nr2c1 PE=1 SV=3
Q155Q3	Q155Q3	CRC-E643D1A69B00238C	query	sp|Q155Q3|DIXC1_HUMAN Dixin OS=Homo sapiens OX=9606 GN=DIXDC1 PE=1 SV=2
O43508	O43508	CRC-E660843361C28EBA	query	sp|O43508|TNF12_HUMAN Tumor necrosis factor ligand superfamily member 12 OS=Homo sapiens OX=9606 GN=TNFSF12 PE=1 SV=1
P23299	P23299	CRC-E66DF4742300E839	query	sp|P23299|KCNE1_MOUSE Potassium voltage-gated channel subfamily E member 1 OS=Mus musculus OX=10090 GN=Kcne1 PE=1 SV=1
Q96ST3	Q96ST3	CRC-E6A329BE0EAD84CD	query	sp|Q96ST3|SIN3A_HUMAN Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2
P14136	P14136	CRC-E6C3B3454C3F1250	query	sp|P14136|GFAP_HUMAN Glial fibrillary acidic protein OS=Homo sapiens OX=9606 GN=GFAP PE=1 SV=1
Q9Y613	Q9Y613	CRC-E6C7AE1FB8DC3FC7	query	sp|Q9Y613|FHOD1_HUMAN FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3
P30260	P30260	CRC-E6C8F59C1EF1DCBA	query	sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=2
P12004	P12004	CRC-E6F08E7EDBC48B00	query	sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1
Q13905	Q13905	CRC-E700631A0EE76CA1	query	sp|Q13905|RPGF1_HUMAN Rap guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=RAPGEF1 PE=1 SV=3
Q9UBD5	Q9UBD5	CRC-E713569A11B39B1C	query	sp|Q9UBD5|ORC3_HUMAN Origin recognition complex subunit 3 OS=Homo sapiens OX=9606 GN=ORC3 PE=1 SV=1
Q02763	Q02763	CRC-E739DEC3E4FEB124	query	sp|Q02763|TIE2_HUMAN Angiopoietin-1 receptor OS=Homo sapiens OX=9606 GN=TEK PE=1 SV=2
Q09163	Q09163	CRC-E79864FEA5AF4FF1	query	sp|Q09163|DLK1_MOUSE Protein delta homolog 1 OS=Mus musculus OX=10090 GN=Dlk1 PE=1 SV=1
P03966	P03966	CRC-E7AFD3DCBCABF290	query	sp|P03966|MYCN_MOUSE N-myc proto-oncogene protein OS=Mus musculus OX=10090 GN=Mycn PE=2 SV=2
Q6P2Q9	Q6P2Q9	CRC-E823A15C60EA61C9	query	sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2
P28482	P28482	CRC-E85D0B2A5D2D724E	query	sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3
Q7L099	Q7L099	CRC-E8657DF068BE4113	query	sp|Q7L099|RUFY3_HUMAN Protein RUFY3 OS=Homo sapiens OX=9606 GN=RUFY3 PE=1 SV=1
Q15424	Q15424	CRC-E865940BC7783C4A	query	sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4
Q9Z1S8	Q9Z1S8	CRC-E8955EE638174085	query	sp|Q9Z1S8|GAB2_MOUSE GRB2-associated-binding protein 2 OS=Mus musculus OX=10090 GN=Gab2 PE=1 SV=2
P10276	P10276	CRC-E8D1CF9A1E57CB99	query	sp|P10276|RARA_HUMAN Retinoic acid receptor alpha OS=Homo sapiens OX=9606 GN=RARA PE=1 SV=2
Q14192	Q14192	CRC-E94E3A7F6601F9F3	query	sp|Q14192|FHL2_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3
P51677	P51677	CRC-E95DCD7A6C643874	query	sp|P51677|CCR3_HUMAN C-C chemokine receptor type 3 OS=Homo sapiens OX=9606 GN=CCR3 PE=1 SV=1
P02776	P02776	CRC-E96C2EFE9B944D85	query	sp|P02776|PLF4_HUMAN Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2
Q9JLG9	Q9JLG9	CRC-E9BC3A4084F64A0E	query	sp|Q9JLG9|AIPL1_RAT Aryl-hydrocarbon-interacting protein-like 1 OS=Rattus norvegicus OX=10116 GN=Aipl1 PE=2 SV=1
Q9Y3B2	Q9Y3B2	CRC-E9C3B0A66F911195	query	sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1
Q9JK37	Q9JK37	CRC-E9D16F4723B1EE83	query	sp|Q9JK37|MYOZ1_MOUSE Myozenin-1 OS=Mus musculus OX=10090 GN=Myoz1 PE=1 SV=1
P13647	P13647	CRC-E9D5318E01F55145	query	sp|P13647|K2C5_HUMAN Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3
Q8TEQ6	Q8TEQ6	CRC-EA5293F395BBF14E	query	sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3
P42212	P42212	CRC-EA5A6F21FBFB6E05	query	sp|P42212|GFP_AEQVI Green fluorescent protein OS=Aequorea victoria OX=6100 GN=GFP PE=1 SV=1
E5LBX1	E5LBX1	CRC-EA80817CB9BD0100	query	tr|E5LBX1|E5LBX1_HHV8 ORF50 OS=Human herpesvirus 8 OX=37296 GN=ORF50 PE=4 SV=1
Q9NYB0	Q9NYB0	CRC-EAA615777F9D3D3D	query	sp|Q9NYB0|TE2IP_HUMAN Telomeric repeat-binding factor 2-interacting protein 1 OS=Homo sapiens OX=9606 GN=TERF2IP PE=1 SV=1
P09038	P09038	CRC-EAE98552A39D5E19	query	sp|P09038|FGF2_HUMAN Fibroblast growth factor 2 OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=3
Q61097	Q61097	CRC-EAEEB23FAE715D94	query	sp|Q61097|KSR1_MOUSE Kinase suppressor of Ras 1 OS=Mus musculus OX=10090 GN=Ksr1 PE=1 SV=1
P62199	P62199	CRC-EB2B188A90AD508D	query	sp|P62199|CALM1_PETHY Calmodulin-1 OS=Petunia hybrida OX=4102 GN=CAM81 PE=1 SV=2
Q13127	Q13127	CRC-EBC652EED19CA161	query	sp|Q13127|REST_HUMAN RE1-silencing transcription factor OS=Homo sapiens OX=9606 GN=REST PE=1 SV=3
P25100	P25100	CRC-EBEB134CF20A4988	query	sp|P25100|ADA1D_HUMAN Alpha-1D adrenergic receptor OS=Homo sapiens OX=9606 GN=ADRA1D PE=1 SV=2
Q9JHR9	Q9JHR9	CRC-EC001C2E290F5CCE	query	sp|Q9JHR9|NRIP2_MOUSE Nuclear receptor-interacting protein 2 OS=Mus musculus OX=10090 GN=Nrip2 PE=1 SV=2
P05943	P05943	CRC-EC12960C177F1BBC	query	sp|P05943|S10AA_RAT Protein S100-A10 OS=Rattus norvegicus OX=10116 GN=S100a10 PE=1 SV=2
Q01728	Q01728	CRC-EC456CFE3AFC6A69	query	sp|Q01728|NAC1_RAT Sodium/calcium exchanger 1 OS=Rattus norvegicus OX=10116 GN=Slc8a1 PE=1 SV=3
P18847	P18847	CRC-EC5D8F065EEE2D9C	query	sp|P18847|ATF3_HUMAN Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens OX=9606 GN=ATF3 PE=1 SV=2
Q15311	Q15311	CRC-EC6F75329FD8D062	query	sp|Q15311|RBP1_HUMAN RalA-binding protein 1 OS=Homo sapiens OX=9606 GN=RALBP1 PE=1 SV=3
Q99J85	Q99J85	CRC-EC8114E2AA81F7A1	query	sp|Q99J85|NPTXR_MOUSE Neuronal pentraxin receptor OS=Mus musculus OX=10090 GN=Nptxr PE=1 SV=1
P15247	P15247	CRC-ECD944632CE837C7	query	sp|P15247|IL9_MOUSE Interleukin-9 OS=Mus musculus OX=10090 GN=Il9 PE=1 SV=1
O75190	O75190	CRC-ECF1628BF7A524F3	query	sp|O75190|DNJB6_HUMAN DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2
P02340	P02340	CRC-ED5A607378D921D7	query	sp|P02340|P53_MOUSE Cellular tumor antigen p53 OS=Mus musculus OX=10090 GN=Tp53 PE=1 SV=4
O15530	O15530	CRC-ED8C0306DC4D0653	query	sp|O15530|PDPK1_HUMAN 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PDPK1 PE=1 SV=1
P63213	P63213	CRC-EDB74E4135E7A37A	query	sp|P63213|GBG2_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus OX=10090 GN=Gng2 PE=1 SV=2
Q64343	Q64343	CRC-EDDC6AFBD43950B6	query	sp|Q64343|ABCG1_MOUSE ATP-binding cassette sub-family G member 1 OS=Mus musculus OX=10090 GN=Abcg1 PE=1 SV=1
P83876	P83876	CRC-EDDDAD7ADAEE87F3	query	sp|P83876|TXN4A_HUMAN Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1
P49765	P49765	CRC-EDE4B1C0DFDAD6BC	query	sp|P49765|VEGFB_HUMAN Vascular endothelial growth factor B OS=Homo sapiens OX=9606 GN=VEGFB PE=1 SV=2
Q9HAV0	Q9HAV0	CRC-EDF085155A1EDC89	query	sp|Q9HAV0|GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3
P49674	P49674	CRC-EE1B1698AE914324	query	sp|P49674|KC1E_HUMAN Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1
P09693	P09693	CRC-EE65C0186FB9872B	query	sp|P09693|CD3G_HUMAN T-cell surface glycoprotein CD3 gamma chain OS=Homo sapiens OX=9606 GN=CD3G PE=1 SV=1
P01112	P01112	CRC-EE6DC2D933E2856A	query	sp|P01112|RASH_HUMAN GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1
Q9BR65	P01112	CRC-EE6DC2D933E2856A	query	sp|P01112|RASH_HUMAN GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1
P13574	P13574	CRC-EE7371F18BBC0337	query	sp|P13574|STE12_YEAST Protein STE12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE12 PE=1 SV=1
Q9WVB9	Q9WVB9	CRC-EEC4AA99A117D22A	query	sp|Q9WVB9|DVL1_RAT Segment polarity protein dishevelled homolog DVL-1 OS=Rattus norvegicus OX=10116 GN=Dvl1 PE=1 SV=3
Q9NPY3	Q9NPY3	CRC-EECA0FEAC55FCAC2	query	sp|Q9NPY3|C1QR1_HUMAN Complement component C1q receptor OS=Homo sapiens OX=9606 GN=CD93 PE=1 SV=3
Q8R4I4	Q8R4I4	CRC-EEE36B01A6B85B63	query	sp|Q8R4I4|TF2AY_MOUSE TFIIA-alpha and beta-like factor OS=Mus musculus OX=10090 GN=Gtf2a1l PE=1 SV=2
O60896	O60896	CRC-EEEE312496EF513C	query	sp|O60896|RAMP3_HUMAN Receptor activity-modifying protein 3 OS=Homo sapiens OX=9606 GN=RAMP3 PE=1 SV=1
P17036	P17036	CRC-EEF50906695779A6	query	sp|P17036|ZNF3_HUMAN Zinc finger protein 3 OS=Homo sapiens OX=9606 GN=ZNF3 PE=1 SV=3
Q92574	Q92574	CRC-EF15509385C7AACC	query	sp|Q92574|TSC1_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=2
Q9P2H0	Q9P2H0	CRC-EF181D0177691D00	query	sp|Q9P2H0|CE126_HUMAN Centrosomal protein of 126 kDa OS=Homo sapiens OX=9606 GN=CEP126 PE=1 SV=3
P48736	P48736	CRC-EF2B1A0E1CBEF406	query	sp|P48736|PK3CG_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform OS=Homo sapiens OX=9606 GN=PIK3CG PE=1 SV=3
P40425	P40425	CRC-EF2FFA158C4DAF68	query	sp|P40425|PBX2_HUMAN Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2
P02554	P02554	CRC-EF71423B12C5E1B2	query	sp|P02554|TBB_PIG Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
P04049	P04049	CRC-EF821B5349711BC3	query	sp|P04049|RAF1_HUMAN RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=RAF1 PE=1 SV=1
P21109	P21109	CRC-EFE49ACB9D1E0F21	query	sp|P21109|CXCR1_RABIT C-X-C chemokine receptor type 1 OS=Oryctolagus cuniculus OX=9986 GN=CXCR1 PE=2 SV=2
P41220	P41220	CRC-EFFE4AE47EF9AD8F	query	sp|P41220|RGS2_HUMAN Regulator of G-protein signaling 2 OS=Homo sapiens OX=9606 GN=RGS2 PE=1 SV=1
O43559	O43559	CRC-F06BFC662B531765	query	sp|O43559|FRS3_HUMAN Fibroblast growth factor receptor substrate 3 OS=Homo sapiens OX=9606 GN=FRS3 PE=1 SV=3
Q13363	Q13363	CRC-F071DD30B385603F	query	sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2
Q8NI70	Q8NI70	CRC-F073C2BA91FE0059	entry-archive	Q8NI70: EV=1-24 SV=1 OX=9606 OS=Homo sapiens (Human)
P35368	P35368	CRC-F081A23D2F943F7F	query	sp|P35368|ADA1B_HUMAN Alpha-1B adrenergic receptor OS=Homo sapiens OX=9606 GN=ADRA1B PE=1 SV=3
P0AGE0	P0AGE0	CRC-F0AF43B6DC8D02FC	query	sp|P0AGE0|SSB_ECOLI Single-stranded DNA-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=ssb PE=1 SV=2
I0LJR4	I0LJR4	CRC-F0DF88A35B525519	uniparc	sp|P54146|AMT_CORGL Ammonium transporter OS=Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025) OX=196627 GN=amt PE=2 SV=1
Q9UIL1	Q9UIL1	CRC-F0EDFE11873E9B0B	query	sp|Q9UIL1|SCOC_HUMAN Short coiled-coil protein OS=Homo sapiens OX=9606 GN=SCOC PE=1 SV=2
P23818	P23818	CRC-F0FF7031DADD7CEB	query	sp|P23818|GRIA1_MOUSE Glutamate receptor 1 OS=Mus musculus OX=10090 GN=Gria1 PE=1 SV=1
P08621	P08621	CRC-F1020BF5C40CF97D	query	sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2
Q15329	Q15329	CRC-F1408A755E67D879	query	sp|Q15329|E2F5_HUMAN Transcription factor E2F5 OS=Homo sapiens OX=9606 GN=E2F5 PE=1 SV=1
Q9WVH9	Q9WVH9	CRC-F15CC70CCFBFDC97	query	sp|Q9WVH9|FBLN5_MOUSE Fibulin-5 OS=Mus musculus OX=10090 GN=Fbln5 PE=1 SV=1
O14733	O14733	CRC-F1B22E050F54299A	query	sp|O14733|MP2K7_HUMAN Dual specificity mitogen-activated protein kinase kinase 7 OS=Homo sapiens OX=9606 GN=MAP2K7 PE=1 SV=2
P15311	P15311	CRC-F1B592CF49A7CC46	query	sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4
Q96I24	Q96I24	CRC-F1BE223542BC197D	query	sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2
P35917	P35917	CRC-F1BF8A2BDEF99BE9	query	sp|P35917|VGFR3_MOUSE Vascular endothelial growth factor receptor 3 OS=Mus musculus OX=10090 GN=Flt4 PE=1 SV=1
